Date,Store,Avg_Weekly_Sales,Last_Weeks_Sales,WoW_Change,WoW_Percent_Change
2010-02-12,22,1022571.25,1033017.37,-10446.12,-1.01
2010-02-19,22,988467.61,1022571.25,-34103.64,-3.34
2010-02-26,22,899761.48,988467.61,-88706.13,-8.97
2010-03-05,22,1009201.24,899761.48,109439.76,12.16
2010-03-12,22,967187.37,1009201.24,-42013.87,-4.16
2010-03-19,22,966145.09,967187.37,-1042.28,-0.11
2010-03-26,22,1012075.12,966145.09,45930.03,4.75
2010-04-02,22,1177340.99,1012075.12,165265.87,16.33
2010-04-09,22,1033171.07,1177340.99,-144169.92,-12.25
2010-04-16,22,1000968.67,1033171.07,-32202.4,-3.12
2010-04-23,22,969594.47,1000968.67,-31374.2,-3.13
2010-04-30,22,977683.06,969594.47,8088.59,0.83
2010-05-07,22,1052973.28,977683.06,75290.22,7.7
2010-05-14,22,973585.33,1052973.28,-79387.95,-7.54
2010-05-21,22,979977.89,973585.33,6392.56,0.66
2010-05-28,22,1103740.4,979977.89,123762.51,12.63
2010-06-04,22,1095539.13,1103740.4,-8201.27,-0.74
2010-06-11,22,1061196.47,1095539.13,-34342.66,-3.13
2010-06-18,22,1052895.25,1061196.47,-8301.22,-0.78
2010-06-25,22,1095020.33,1052895.25,42125.08,4.0
2010-07-02,22,1120259.71,1095020.33,25239.38,2.3
2010-07-09,22,1092654.26,1120259.71,-27605.45,-2.46
2010-07-16,22,988392.99,1092654.26,-104261.27,-9.54
2010-07-23,22,974123.2,988392.99,-14269.79,-1.44
2010-07-30,22,970773.64,974123.2,-3349.56,-0.34
2010-08-06,22,1010326.14,970773.64,39552.5,4.07
2010-08-13,22,993097.43,1010326.14,-17228.71,-1.71
2010-08-20,22,1017045.44,993097.43,23948.01,2.41
2010-08-27,22,1081420.96,1017045.44,64375.52,6.33
2010-09-03,22,1074535.88,1081420.96,-6885.08,-0.64
2010-09-10,22,924174.4,1074535.88,-150361.48,-13.99
2010-09-17,22,918285.97,924174.4,-5888.43,-0.64
2010-09-24,22,902779.25,918285.97,-15506.72,-1.69
2010-10-01,22,905987.17,902779.25,3207.92,0.36
2010-10-08,22,1015051.62,905987.17,109064.45,12.04
2010-10-15,22,954401.46,1015051.62,-60650.16,-5.98
2010-10-22,22,960998.52,954401.46,6597.06,0.69
2010-10-29,22,1025766.27,960998.52,64767.75,6.74
2010-11-05,22,1006888.16,1025766.27,-18878.11,-1.84
2010-11-12,22,1043698.64,1006888.16,36810.48,3.66
2010-11-19,22,985896.44,1043698.64,-57802.2,-5.54
2010-11-26,22,1564502.26,985896.44,578605.82,58.69
2010-12-03,22,1230514.58,1564502.26,-333987.68,-21.35
2010-12-10,22,1367202.84,1230514.58,136688.26,11.11
2010-12-17,22,1527682.99,1367202.84,160480.15,11.74
2010-12-24,22,1962445.04,1527682.99,434762.05,28.46
2010-12-31,22,774262.28,1962445.04,-1188182.76,-60.55
2011-01-07,22,873954.7,774262.28,99692.42,12.88
2011-01-14,22,807535.52,873954.7,-66419.18,-7.6
2011-01-21,22,855001.02,807535.52,47465.5,5.88
2011-01-28,22,799369.15,855001.02,-55631.87,-6.51
2011-02-04,22,946060.98,799369.15,146691.83,18.35
2011-02-11,22,1009206.33,946060.98,63145.35,6.67
2011-02-18,22,975964.86,1009206.33,-33241.47,-3.29
2011-02-25,22,911245.43,975964.86,-64719.43,-6.63
2011-03-04,22,997353.15,911245.43,86107.72,9.45
2011-03-11,22,944587.23,997353.15,-52765.92,-5.29
2011-03-18,22,926427.12,944587.23,-18160.11,-1.92
2011-03-25,22,933528.39,926427.12,7101.27,0.77
2011-04-01,22,951588.37,933528.39,18059.98,1.93
2011-04-08,22,969046.69,951588.37,17458.32,1.83
2011-04-15,22,1008557.04,969046.69,39510.35,4.08
2011-04-22,22,1152781.9,1008557.04,144224.86,14.3
2011-04-29,22,926133.8,1152781.9,-226648.1,-19.66
2011-05-06,22,1032076.06,926133.8,105942.26,11.44
2011-05-13,22,1001558.74,1032076.06,-30517.32,-2.96
2011-05-20,22,970307.83,1001558.74,-31250.91,-3.12
2011-05-27,22,1021568.34,970307.83,51260.51,5.28
2011-06-03,22,1125169.92,1021568.34,103601.58,10.14
2011-06-10,22,1060868.49,1125169.92,-64301.43,-5.71
2011-06-17,22,1042454.61,1060868.49,-18413.88,-1.74
2011-06-24,22,1012584.2,1042454.61,-29870.41,-2.87
2011-07-01,22,1077491.68,1012584.2,64907.48,6.41
2011-07-08,22,1017050.65,1077491.68,-60441.03,-5.61
2011-07-15,22,961953.57,1017050.65,-55097.08,-5.42
2011-07-22,22,964683.8,961953.57,2730.23,0.28
2011-07-29,22,944958.69,964683.8,-19725.11,-2.04
2011-08-05,22,983232.96,944958.69,38274.27,4.05
2011-08-12,22,991779.2,983232.96,8546.24,0.87
2011-08-19,22,973004.91,991779.2,-18774.29,-1.89
2011-08-26,22,1181815.31,973004.91,208810.4,21.46
2011-09-02,22,912762.76,1181815.31,-269052.55,-22.77
2011-09-09,22,1004434.54,912762.76,91671.78,10.04
2011-09-16,22,937420.65,1004434.54,-67013.89,-6.67
2011-09-23,22,899834.75,937420.65,-37585.9,-4.01
2011-09-30,22,953314.16,899834.75,53479.41,5.94
2011-10-07,22,993436.67,953314.16,40122.51,4.21
2011-10-14,22,944337.32,993436.67,-49099.35,-4.94
2011-10-21,22,981567.22,944337.32,37229.9,3.94
2011-10-28,22,1099351.68,981567.22,117784.46,12.0
2011-11-04,22,1106575.59,1099351.68,7223.91,0.66
2011-11-11,22,1051740.29,1106575.59,-54835.3,-4.96
2011-11-18,22,1007579.44,1051740.29,-44160.85,-4.2
2011-11-25,22,1535857.49,1007579.44,528278.05,52.43
2011-12-02,22,1167621.14,1535857.49,-368236.35,-23.98
2011-12-09,22,1308967.44,1167621.14,141346.3,12.11
2011-12-16,22,1453153.33,1308967.44,144185.89,11.02
2011-12-23,22,1863195.68,1453153.33,410042.35,28.22
2011-12-30,22,982661.14,1863195.68,-880534.54,-47.26
2012-01-06,22,895358.2,982661.14,-87302.94,-8.88
2012-01-13,22,855437.57,895358.2,-39920.63,-4.46
2012-01-20,22,897027.44,855437.57,41589.87,4.86
2012-01-27,22,786459.23,897027.44,-110568.21,-12.33
2012-02-03,22,958487.75,786459.23,172028.52,21.87
2012-02-10,22,1034448.07,958487.75,75960.32,7.93
2012-02-17,22,1004749.41,1034448.07,-29698.66,-2.87
2012-02-24,22,912958.95,1004749.41,-91790.46,-9.14
2012-03-02,22,974866.65,912958.95,61907.7,6.78
2012-03-09,22,991127.01,974866.65,16260.36,1.67
2012-03-16,22,966780.01,991127.01,-24347.0,-2.46
2012-03-23,22,992774.4,966780.01,25994.39,2.69
2012-03-30,22,965769.93,992774.4,-27004.47,-2.72
2012-04-06,22,1197489.66,965769.93,231719.73,23.99
2012-04-13,22,939118.24,1197489.66,-258371.42,-21.58
2012-04-20,22,1000342.87,939118.24,61224.63,6.52
2012-04-27,22,922539.94,1000342.87,-77802.93,-7.78
2012-05-04,22,1005083.31,922539.94,82543.37,8.95
2012-05-11,22,997868.63,1005083.31,-7214.68,-0.72
2012-05-18,22,986612.02,997868.63,-11256.61,-1.13
2012-05-25,22,1047297.38,986612.02,60685.36,6.15
2012-06-01,22,1102857.37,1047297.38,55559.99,5.31
2012-06-08,22,1061134.37,1102857.37,-41723.0,-3.78
2012-06-15,22,1061219.19,1061134.37,84.82,0.01
2012-06-22,22,1112449.3,1061219.19,51230.11,4.83
2012-06-29,22,1053881.78,1112449.3,-58567.52,-5.26
2012-07-06,22,1097786.14,1053881.78,43904.36,4.17
2012-07-13,22,971361.38,1097786.14,-126424.76,-11.52
2012-07-20,22,991969.37,971361.38,20607.99,2.12
2012-07-27,22,925731.21,991969.37,-66238.16,-6.68
2012-08-03,22,1007257.83,925731.21,81526.62,8.81
2012-08-10,22,973812.79,1007257.83,-33445.04,-3.32
2012-08-17,22,981273.26,973812.79,7460.47,0.77
2012-08-24,22,1060906.75,981273.26,79633.49,8.12
2012-08-31,22,1022270.86,1060906.75,-38635.89,-3.64
2012-09-07,22,996628.8,1022270.86,-25642.06,-2.51
2012-09-14,22,918049.28,996628.8,-78579.52,-7.88
2012-09-21,22,921612.53,918049.28,3563.25,0.39
2012-09-28,22,976479.51,921612.53,54866.98,5.95
2012-10-05,22,1009887.36,976479.51,33407.85,3.42
2012-10-12,22,1004039.84,1009887.36,-5847.52,-0.58
2012-10-19,22,978027.95,1004039.84,-26011.89,-2.59
2012-10-26,22,1094422.69,978027.95,116394.74,11.9
2010-02-05,23,1364721.58,,,
2010-02-12,23,1380892.08,1364721.58,16170.5,1.18
2010-02-19,23,1319588.04,1380892.08,-61304.04,-4.44
2010-02-26,23,1198709.65,1319588.04,-120878.39,-9.16
2010-03-05,23,1311175.93,1198709.65,112466.28,9.38
2010-03-12,23,1408082.96,1311175.93,96907.03,7.39
2010-03-19,23,1229008.32,1408082.96,-179074.64,-12.72
2010-03-26,23,1310701.8,1229008.32,81693.48,6.65
2010-04-02,23,1556627.62,1310701.8,245925.82,18.76
2010-04-09,23,1264434.7,1556627.62,-292192.92,-18.77
2010-04-16,23,1288823.72,1264434.7,24389.02,1.93
2010-04-23,23,1315023.08,1288823.72,26199.36,2.03
2010-04-30,23,1259414.52,1315023.08,-55608.56,-4.23
2010-05-07,23,1365552.28,1259414.52,106137.76,8.43
2010-05-14,23,1303055.09,1365552.28,-62497.19,-4.58
2010-05-21,23,1327424.28,1303055.09,24369.19,1.87
2010-05-28,23,1571158.56,1327424.28,243734.28,18.36
2010-06-04,23,1514435.51,1571158.56,-56723.05,-3.61
2010-06-11,23,1439432.06,1514435.51,-75003.45,-4.95
2010-06-18,23,1507708.93,1439432.06,68276.87,4.74
2010-06-25,23,1415204.88,1507708.93,-92504.05,-6.14
2010-07-02,23,1549113.18,1415204.88,133908.3,9.46
2010-07-09,23,1417535.78,1549113.18,-131577.4,-8.49
2010-07-16,23,1413124.11,1417535.78,-4411.67,-0.31
2010-07-23,23,1333634.45,1413124.11,-79489.66,-5.63
2010-07-30,23,1319773.55,1333634.45,-13860.9,-1.04
2010-08-06,23,1417013.07,1319773.55,97239.52,7.37
2010-08-13,23,1346345.97,1417013.07,-70667.1,-4.99
2010-08-20,23,1439901.05,1346345.97,93555.08,6.95
2010-08-27,23,1584623.36,1439901.05,144722.31,10.05
2010-09-03,23,1405119.23,1584623.36,-179504.13,-11.33
2010-09-10,23,1272842.85,1405119.23,-132276.38,-9.41
2010-09-17,23,1159132.58,1272842.85,-113710.27,-8.93
2010-09-24,23,1099055.65,1159132.58,-60076.93,-5.18
2010-10-01,23,1129909.44,1099055.65,30853.79,2.81
2010-10-08,23,1179851.68,1129909.44,49942.24,4.42
2010-10-15,23,1119809.71,1179851.68,-60041.97,-5.09
2010-10-22,23,1147503.92,1119809.71,27694.21,2.47
2010-10-29,23,1112871.23,1147503.92,-34632.69,-3.02
2010-11-05,23,1203119.96,1112871.23,90248.73,8.11
2010-11-12,23,1387953.75,1203119.96,184833.79,15.36
2010-11-19,23,1314994.32,1387953.75,-72959.43,-5.26
2010-11-26,23,2072685.05,1314994.32,757690.73,57.62
2010-12-03,23,1617025.41,2072685.05,-455659.64,-21.98
2010-12-10,23,1872365.99,1617025.41,255340.58,15.79
2010-12-17,23,2238573.48,1872365.99,366207.49,19.56
2010-12-24,23,2734277.1,2238573.48,495703.62,22.14
2010-12-31,23,1169773.85,2734277.1,-1564503.25,-57.22
2011-01-07,23,1122034.48,1169773.85,-47739.37,-4.08
2011-01-14,23,1016756.1,1122034.48,-105278.38,-9.38
2011-01-21,23,1110706.06,1016756.1,93949.96,9.24
2011-01-28,23,1083657.61,1110706.06,-27048.45,-2.44
2011-02-04,23,1159438.53,1083657.61,75780.92,6.99
2011-02-11,23,1249786.4,1159438.53,90347.87,7.79
2011-02-18,23,1369971.57,1249786.4,120185.17,9.62
2011-02-25,23,1206917.2,1369971.57,-163054.37,-11.9
2011-03-04,23,1301185.28,1206917.2,94268.08,7.81
2011-03-11,23,1042043.55,1301185.28,-259141.73,-19.92
2011-03-18,23,1203682.62,1042043.55,161639.07,15.51
2011-03-25,23,1148624.83,1203682.62,-55057.79,-4.57
2011-04-01,23,1182694.95,1148624.83,34070.12,2.97
2011-04-08,23,1248901.98,1182694.95,66207.03,5.6
2011-04-15,23,1263680.51,1248901.98,14778.53,1.18
2011-04-22,23,1447301.24,1263680.51,183620.73,14.53
2011-04-29,23,1173307.4,1447301.24,-273993.84,-18.93
2011-05-06,23,1359921.13,1173307.4,186613.73,15.9
2011-05-13,23,1254914.87,1359921.13,-105006.26,-7.72
2011-05-20,23,1337617.55,1254914.87,82702.68,6.59
2011-05-27,23,1361945.18,1337617.55,24327.63,1.82
2011-06-03,23,1562161.97,1361945.18,200216.79,14.7
2011-06-10,23,1447028.06,1562161.97,-115133.91,-7.37
2011-06-17,23,1470520.83,1447028.06,23492.77,1.62
2011-06-24,23,1434036.18,1470520.83,-36484.65,-2.48
2011-07-01,23,1492507.44,1434036.18,58471.26,4.08
2011-07-08,23,1379488.05,1492507.44,-113019.39,-7.57
2011-07-15,23,1360520.56,1379488.05,-18967.49,-1.37
2011-07-22,23,1362144.0,1360520.56,1623.44,0.12
2011-07-29,23,1319767.55,1362144.0,-42376.45,-3.11
2011-08-05,23,1416344.68,1319767.55,96577.13,7.32
2011-08-12,23,1380952.05,1416344.68,-35392.63,-2.5
2011-08-19,23,1453416.53,1380952.05,72464.48,5.25
2011-08-26,23,1637266.29,1453416.53,183849.76,12.65
2011-09-02,23,1464295.69,1637266.29,-172970.6,-10.56
2011-09-09,23,1423289.9,1464295.69,-41005.79,-2.8
2011-09-16,23,1253329.17,1423289.9,-169960.73,-11.94
2011-09-23,23,1289082.81,1253329.17,35753.64,2.85
2011-09-30,23,1275597.85,1289082.81,-13484.96,-1.05
2011-10-07,23,1463501.99,1275597.85,187904.14,14.73
2011-10-14,23,1257778.34,1463501.99,-205723.65,-14.06
2011-10-21,23,1441032.59,1257778.34,183254.25,14.57
2011-10-28,23,1407191.96,1441032.59,-33840.63,-2.35
2011-11-04,23,1428436.33,1407191.96,21244.37,1.51
2011-11-11,23,1436940.78,1428436.33,8504.45,0.6
2011-11-18,23,1345631.96,1436940.78,-91308.82,-6.35
2011-11-25,23,2057059.53,1345631.96,711427.57,52.87
2011-12-02,23,1552886.59,2057059.53,-504172.94,-24.51
2011-12-09,23,1841173.6,1552886.59,288287.01,18.56
2011-12-16,23,2173621.2,1841173.6,332447.6,18.06
2011-12-23,23,2587953.32,2173621.2,414332.12,19.06
2011-12-30,23,1213486.95,2587953.32,-1374466.37,-53.11
2012-01-06,23,1150662.55,1213486.95,-62824.4,-5.18
2012-01-13,23,1031451.35,1150662.55,-119211.2,-10.36
2012-01-20,23,1146992.13,1031451.35,115540.78,11.2
2012-01-27,23,1037476.38,1146992.13,-109515.75,-9.55
2012-02-03,23,1261872.67,1037476.38,224396.29,21.63
2012-02-10,23,1358444.07,1261872.67,96571.4,7.65
2012-02-17,23,1365546.69,1358444.07,7102.62,0.52
2012-02-24,23,1272948.27,1365546.69,-92598.42,-6.78
2012-03-02,23,1322852.2,1272948.27,49903.93,3.92
2012-03-09,23,1292724.9,1322852.2,-30127.3,-2.28
2012-03-16,23,1258364.31,1292724.9,-34360.59,-2.66
2012-03-23,23,1288154.1,1258364.31,29789.79,2.37
2012-03-30,23,1261964.96,1288154.1,-26189.14,-2.03
2012-04-06,23,1604605.69,1261964.96,342640.73,27.15
2012-04-13,23,1231752.54,1604605.69,-372853.15,-23.24
2012-04-20,23,1287899.41,1231752.54,56146.87,4.56
2012-04-27,23,1277758.76,1287899.41,-10140.65,-0.79
2012-05-04,23,1317379.68,1277758.76,39620.92,3.1
2012-05-11,23,1321914.34,1317379.68,4534.66,0.34
2012-05-18,23,1332952.47,1321914.34,11038.13,0.84
2012-05-25,23,1552934.64,1332952.47,219982.17,16.5
2012-06-01,23,1476144.34,1552934.64,-76790.3,-4.94
2012-06-08,23,1568048.54,1476144.34,91904.2,6.23
2012-06-15,23,1543667.68,1568048.54,-24380.86,-1.55
2012-06-22,23,1522042.57,1543667.68,-21625.11,-1.4
2012-06-29,23,1451782.16,1522042.57,-70260.41,-4.62
2012-07-06,23,1545370.16,1451782.16,93588.0,6.45
2012-07-13,23,1384921.63,1545370.16,-160448.53,-10.38
2012-07-20,23,1381339.23,1384921.63,-3582.4,-0.26
2012-07-27,23,1322932.36,1381339.23,-58406.87,-4.23
2012-08-03,23,1416926.31,1322932.36,93993.95,7.1
2012-08-10,23,1436311.76,1416926.31,19385.45,1.37
2012-08-17,23,1510131.45,1436311.76,73819.69,5.14
2012-08-24,23,1702220.96,1510131.45,192089.51,12.72
2012-08-31,23,1577468.78,1702220.96,-124752.18,-7.33
2012-09-07,23,1427162.26,1577468.78,-150306.52,-9.53
2012-09-14,23,1279041.64,1427162.26,-148120.62,-10.38
2012-09-21,23,1338627.55,1279041.64,59585.91,4.66
2012-09-28,23,1319035.06,1338627.55,-19592.49,-1.46
2012-10-05,23,1464616.59,1319035.06,145581.53,11.04
2012-10-12,23,1412925.25,1464616.59,-51691.34,-3.53
2012-10-19,23,1363155.77,1412925.25,-49769.48,-3.52
2012-10-26,23,1347454.59,1363155.77,-15701.18,-1.15
2010-02-05,24,1388725.63,,,
2010-02-12,24,1414107.1,1388725.63,25381.47,1.83
2010-02-19,24,1385362.49,1414107.1,-28744.61,-2.03
2010-02-26,24,1158722.74,1385362.49,-226639.75,-16.36
2010-03-05,24,1412387.37,1158722.74,253664.63,21.89
2010-03-12,24,1309340.16,1412387.37,-103047.21,-7.3
2010-03-19,24,1222511.29,1309340.16,-86828.87,-6.63
2010-03-26,24,1258311.56,1222511.29,35800.27,2.93
2010-04-02,24,1478321.26,1258311.56,220009.7,17.48
2010-04-09,24,1379579.63,1478321.26,-98741.63,-6.68
2010-04-16,24,1268266.72,1379579.63,-111312.91,-8.07
2010-04-23,24,1264117.01,1268266.72,-4149.71,-0.33
2010-04-30,24,1259877.19,1264117.01,-4239.82,-0.34
2010-05-07,24,1409705.03,1259877.19,149827.84,11.89
2010-05-14,24,1346783.35,1409705.03,-62921.68,-4.46
2010-05-21,24,1283482.85,1346783.35,-63300.5,-4.7
2010-05-28,24,1473868.15,1283482.85,190385.3,14.83
2010-06-04,24,1566668.91,1473868.15,92800.76,6.3
2010-06-11,24,1375458.21,1566668.91,-191210.7,-12.2
2010-06-18,24,1354168.18,1375458.21,-21290.03,-1.55
2010-06-25,24,1399073.75,1354168.18,44905.57,3.32
2010-07-02,24,1563387.94,1399073.75,164314.19,11.74
2010-07-09,24,1665502.55,1563387.94,102114.61,6.53
2010-07-16,24,1418697.05,1665502.55,-246805.5,-14.82
2010-07-23,24,1333740.35,1418697.05,-84956.7,-5.99
2010-07-30,24,1387517.63,1333740.35,53777.28,4.03
2010-08-06,24,1442819.28,1387517.63,55301.65,3.99
2010-08-13,24,1384243.75,1442819.28,-58575.53,-4.06
2010-08-20,24,1375307.54,1384243.75,-8936.21,-0.65
2010-08-27,24,1350059.35,1375307.54,-25248.19,-1.84
2010-09-03,24,1366381.6,1350059.35,16322.25,1.21
2010-09-10,24,1474498.59,1366381.6,108116.99,7.91
2010-09-17,24,1273295.46,1474498.59,-201203.13,-13.65
2010-09-24,24,1169413.27,1273295.46,-103882.19,-8.16
2010-10-01,24,1215273.2,1169413.27,45859.93,3.92
2010-10-08,24,1361944.94,1215273.2,146671.74,12.07
2010-10-15,24,1300806.74,1361944.94,-61138.2,-4.49
2010-10-22,24,1234875.33,1300806.74,-65931.41,-5.07
2010-10-29,24,1244925.94,1234875.33,10050.61,0.81
2010-11-05,24,1285358.01,1244925.94,40432.07,3.25
2010-11-12,24,1312877.01,1285358.01,27519.0,2.14
2010-11-19,24,1277150.6,1312877.01,-35726.41,-2.72
2010-11-26,24,1779276.51,1277150.6,502125.91,39.32
2010-12-03,24,1413302.7,1779276.51,-365973.81,-20.57
2010-12-10,24,1593012.75,1413302.7,179710.05,12.72
2010-12-17,24,1663525.77,1593012.75,70513.02,4.43
2010-12-24,24,2386015.75,1663525.77,722489.98,43.43
2010-12-31,24,1208600.05,2386015.75,-1177415.7,-49.35
2011-01-07,24,1178641.71,1208600.05,-29958.34,-2.48
2011-01-14,24,1167740.2,1178641.71,-10901.51,-0.92
2011-01-21,24,1107170.39,1167740.2,-60569.81,-5.19
2011-01-28,24,1126921.34,1107170.39,19750.95,1.78
2011-02-04,24,1225182.04,1126921.34,98260.7,8.72
2011-02-11,24,1341240.62,1225182.04,116058.58,9.47
2011-02-18,24,1360150.12,1341240.62,18909.5,1.41
2011-02-25,24,1235121.33,1360150.12,-125028.79,-9.19
2011-03-04,24,1346994.53,1235121.33,111873.2,9.06
2011-03-11,24,1253218.7,1346994.53,-93775.83,-6.96
2011-03-18,24,1168397.26,1253218.7,-84821.44,-6.77
2011-03-25,24,1158693.12,1168397.26,-9704.14,-0.83
2011-04-01,24,1163803.3,1158693.12,5110.18,0.44
2011-04-08,24,1273670.32,1163803.3,109867.02,9.44
2011-04-15,24,1245576.65,1273670.32,-28093.67,-2.21
2011-04-22,24,1372484.9,1245576.65,126908.25,10.19
2011-04-29,24,1197761.17,1372484.9,-174723.73,-12.73
2011-05-06,24,1339630.35,1197761.17,141869.18,11.84
2011-05-13,24,1311950.16,1339630.35,-27680.19,-2.07
2011-05-20,24,1234281.7,1311950.16,-77668.46,-5.92
2011-05-27,24,1311153.72,1234281.7,76872.02,6.23
2011-06-03,24,1554837.62,1311153.72,243683.9,18.59
2011-06-10,24,1373841.91,1554837.62,-180995.71,-11.64
2011-06-17,24,1320359.23,1373841.91,-53482.68,-3.89
2011-06-24,24,1304850.67,1320359.23,-15508.56,-1.17
2011-07-01,24,1445596.61,1304850.67,140745.94,10.79
2011-07-08,24,1567340.07,1445596.61,121743.46,8.42
2011-07-15,24,1356938.95,1567340.07,-210401.12,-13.42
2011-07-22,24,1357672.24,1356938.95,733.29,0.05
2011-07-29,24,1310973.06,1357672.24,-46699.18,-3.44
2011-08-05,24,1417616.81,1310973.06,106643.75,8.13
2011-08-12,24,1402818.01,1417616.81,-14798.8,-1.04
2011-08-19,24,1352039.88,1402818.01,-50778.13,-3.62
2011-08-26,24,1402372.09,1352039.88,50332.21,3.72
2011-09-02,24,1196105.44,1402372.09,-206266.65,-14.71
2011-09-09,24,1527455.19,1196105.44,331349.75,27.7
2011-09-16,24,1227535.97,1527455.19,-299919.22,-19.64
2011-09-23,24,1232376.49,1227535.97,4840.52,0.39
2011-09-30,24,1246242.61,1232376.49,13866.12,1.13
2011-10-07,24,1405914.39,1246242.61,159671.78,12.81
2011-10-14,24,1333315.03,1405914.39,-72599.36,-5.16
2011-10-21,24,1283563.43,1333315.03,-49751.6,-3.73
2011-10-28,24,1307142.75,1283563.43,23579.32,1.84
2011-11-04,24,1385860.38,1307142.75,78717.63,6.02
2011-11-11,24,1425078.59,1385860.38,39218.21,2.83
2011-11-18,24,1297535.69,1425078.59,-127542.9,-8.95
2011-11-25,24,1761235.67,1297535.69,463699.98,35.74
2011-12-02,24,1335647.1,1761235.67,-425588.57,-24.16
2011-12-09,24,1529615.54,1335647.1,193968.44,14.52
2011-12-16,24,1624994.43,1529615.54,95378.89,6.24
2011-12-23,24,2168344.23,1624994.43,543349.8,33.44
2011-12-30,24,1363973.16,2168344.23,-804371.07,-37.1
2012-01-06,24,1251581.89,1363973.16,-112391.27,-8.24
2012-01-13,24,1155594.2,1251581.89,-95987.69,-7.67
2012-01-20,24,1151993.85,1155594.2,-3600.35,-0.31
2012-01-27,24,1057290.41,1151993.85,-94703.44,-8.22
2012-02-03,24,1249696.97,1057290.41,192406.56,18.2
2012-02-10,24,1403460.87,1249696.97,153763.9,12.3
2012-02-17,24,1326370.08,1403460.87,-77090.79,-5.49
2012-02-24,24,1303233.15,1326370.08,-23136.93,-1.74
2012-03-02,24,1213994.39,1303233.15,-89238.76,-6.85
2012-03-09,24,1325835.7,1213994.39,111841.31,9.21
2012-03-16,24,1239299.12,1325835.7,-86536.58,-6.53
2012-03-23,24,1221723.94,1239299.12,-17575.18,-1.42
2012-03-30,24,1230106.13,1221723.94,8382.19,0.69
2012-04-06,24,1524734.29,1230106.13,294628.16,23.95
2012-04-13,24,1285783.87,1524734.29,-238950.42,-15.67
2012-04-20,24,1208654.4,1285783.87,-77129.47,-6.0
2012-04-27,24,1194334.65,1208654.4,-14319.75,-1.18
2012-05-04,24,1306551.71,1194334.65,112217.06,9.4
2012-05-11,24,1355391.79,1306551.71,48840.08,3.74
2012-05-18,24,1298809.8,1355391.79,-56581.99,-4.17
2012-05-25,24,1407897.57,1298809.8,109087.77,8.4
2012-06-01,24,1467722.19,1407897.57,59824.62,4.25
2012-06-08,24,1406313.13,1467722.19,-61409.06,-4.18
2012-06-15,24,1364445.98,1406313.13,-41867.15,-2.98
2012-06-22,24,1434709.63,1364445.98,70263.65,5.15
2012-06-29,24,1428869.9,1434709.63,-5839.73,-0.41
2012-07-06,24,1645097.75,1428869.9,216227.85,15.13
2012-07-13,24,1405475.78,1645097.75,-239621.97,-14.57
2012-07-20,24,1394299.0,1405475.78,-11176.78,-0.8
2012-07-27,24,1307339.14,1394299.0,-86959.86,-6.24
2012-08-03,24,1440374.13,1307339.14,133034.99,10.18
2012-08-10,24,1497054.81,1440374.13,56680.68,3.94
2012-08-17,24,1397970.54,1497054.81,-99084.27,-6.62
2012-08-24,24,1303726.54,1397970.54,-94244.0,-6.74
2012-08-31,24,1344558.92,1303726.54,40832.38,3.13
2012-09-07,24,1477134.75,1344558.92,132575.83,9.86
2012-09-14,24,1242909.53,1477134.75,-234225.22,-15.86
2012-09-21,24,1261158.47,1242909.53,18248.94,1.47
2012-09-28,24,1259278.36,1261158.47,-1880.11,-0.15
2012-10-05,24,1416720.54,1259278.36,157442.18,12.5
2012-10-12,24,1416301.17,1416720.54,-419.37,-0.03
2012-10-19,24,1255414.84,1416301.17,-160886.33,-11.36
2012-10-26,24,1307182.29,1255414.84,51767.45,4.12
2010-02-05,25,677231.63,,,
2010-02-12,25,583364.02,677231.63,-93867.61,-13.86
2010-02-19,25,676260.67,583364.02,92896.65,15.92
2010-02-26,25,628516.57,676260.67,-47744.1,-7.06
2010-03-05,25,665750.06,628516.57,37233.49,5.92
2010-03-12,25,660619.99,665750.06,-5130.07,-0.77
2010-03-19,25,659795.84,660619.99,-824.15,-0.12
2010-03-26,25,696687.6,659795.84,36891.76,5.59
2010-04-02,25,822486.37,696687.6,125798.77,18.06
2010-04-09,25,712647.97,822486.37,-109838.4,-13.35
2010-04-16,25,715311.6,712647.97,2663.63,0.37
2010-04-23,25,694531.72,715311.6,-20779.88,-2.91
2010-04-30,25,706924.02,694531.72,12392.3,1.78
2010-05-07,25,724468.97,706924.02,17544.95,2.48
2010-05-14,25,698073.95,724468.97,-26395.02,-3.64
2010-05-21,25,704113.22,698073.95,6039.27,0.87
2010-05-28,25,792442.54,704113.22,88329.32,12.54
2010-06-04,25,764155.44,792442.54,-28287.1,-3.57
2010-06-11,25,737163.2,764155.44,-26992.24,-3.53
2010-06-18,25,780444.94,737163.2,43281.74,5.87
2010-06-25,25,737569.14,780444.94,-42875.8,-5.49
2010-07-02,25,759407.87,737569.14,21838.73,2.96
2010-07-09,25,719591.13,759407.87,-39816.74,-5.24
2010-07-16,25,726997.84,719591.13,7406.71,1.03
2010-07-23,25,665290.93,726997.84,-61706.91,-8.49
2010-07-30,25,682124.34,665290.93,16833.41,2.53
2010-08-06,25,699464.43,682124.34,17340.09,2.54
2010-08-13,25,686072.39,699464.43,-13392.04,-1.91
2010-08-20,25,724499.81,686072.39,38427.42,5.6
